ccode,opt_price,fut_price,strike,dfactor,call_put,opt_exp,fut_exp,rec_date
EDZ22,0.0025,99.745,95.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0025,99.745,95.625,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.005,99.745,95.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.005,99.745,95.875,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.005,99.745,96,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.005,99.745,96.125,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0075,99.745,96.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0075,99.745,96.375,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0075,99.745,96.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0075,99.745,96.625,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0075,99.745,96.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.01,99.745,96.875,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.01,99.745,97,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.01,99.745,97.125,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0125,99.745,97.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0125,99.745,97.375,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.015,99.745,97.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.015,99.745,97.625,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0175,99.745,97.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.02,99.745,97.875,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0225,99.745,98,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.025,99.745,98.125,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0275,99.745,98.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.03,99.745,98.375,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.0325,99.745,98.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.035,99.745,98.625,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.04,99.745,98.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.045,99.745,98.875,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.05,99.745,99,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.06,99.745,99.125,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.07,99.745,99.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.085,99.745,99.375,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.1075,99.745,99.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.1425,99.745,99.625,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.195,99.745,99.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.275,99.745,99.875,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.37,99.745,100,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.47,99.745,100.125,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.5775,99.745,100.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.69,99.745,100.375,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.805,99.745,100.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,0.9225,99.745,100.625,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,1.04,99.745,100.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,1.16,99.745,100.875,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,1.28,99.745,101,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,1.4,99.745,101.125,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,1.5225,99.745,101.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,1.7675,99.745,101.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,2.015,99.745,101.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,2.2625,99.745,102,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,2.5075,99.745,102.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,2.755,99.745,102.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,3.0025,99.745,102.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,3.25,99.745,103,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,3.4975,99.745,103.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,3.745,99.745,103.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,3.995,99.745,103.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,4.245,99.745,104,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,4.495,99.745,104.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,4.745,99.745,104.5,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,4.995,99.745,104.75,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,5.245,99.745,105,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
EDZ22,5.495,99.745,105.25,0.99102,-1,2022-12-19,2022-12-19,2020-09-03
